0.819	0.745	0.659	0.797	0.911	0.781	0.734	0.914	1	0.892	0.778	0.876	0.816	0.57	0.652	0.756
0.845	0.8	0.723	0.743	0.758	0.765	0.665	0.631	0.605	0.585	0.728	0.779	0.785	0.79	0.628	0.52
0.443	0.543	0.684	0.756	0.742	0.602	0.449	0.502	0.496	0.422	0.483	0.666	0.685	0.509	0.518	0.615
0.503	0.517	0.46	0.408	0.264	0.387	0.381	0.315	0.482	0.582	0.677	0.641	0.403	0.389	0.394	0.417
0.099	0.103	0.141	0.126	0.086	0.082	0.134	0.162	0.105	0.094	0.115	0.124	0.145	0.168	0.154	0.119
0.089	0.101	0.168	0.174	0.153	0.169	0.148	0.135	0.118	0.108	0.123	0.137	0.132	0.195	0.226	0.189
0.149	0.142	0.132	0.087	0.136	0.204	0.157	0.082	0.091	0.115	0.114	0.113	0.122	0.136	0.136	0.15
0.65	0.596	0.514	0.511	0.486	0.346	0.414	0.486	0.422	0.396	0.492	0.505	0.422	0.365	0.45	0.517
0.334	0.437	0.587	0.662	0.732	0.815	0.883	0.963	1	0.996	0.91	0.734	0.597	0.517	0.455	0.442
