0.721	0.668	0.638	0.719	0.705	0.71	0.77	0.652	0.577	0.526	0.615	0.698	0.615	0.551	0.639	0.635
0.853	0.734	0.721	0.807	0.725	0.661	0.563	0.665	0.737	0.638	0.563	0.47	0.611	0.907	1	0.995
0.388	0.407	0.501	0.708	0.706	0.539	0.383	0.286	0.453	0.491	0.365	0.33	0.327	0.4	0.399	0.385
0.28	0.241	0.172	0.376	0.444	0.268	0.245	0.226	0.186	0.178	0.196	0.297	0.336	0.577	0.607	0.409
0.629	0.724	0.857	0.945	1	0.998	0.957	0.83	0.696	0.688	0.616	0.478	0.433	0.446	0.48	0.514
0.085	0.074	0.081	0.077	0.094	0.096	0.062	0.072	0.113	0.138	0.13	0.101	0.078	0.081	0.08	0.065
0.218	0.238	0.263	0.23	0.224	0.258	0.211	0.164	0.208	0.223	0.175	0.166	0.183	0.213	0.192	0.141
0.197	0.223	0.237	0.237	0.177	0.152	0.162	0.222	0.229	0.157	0.155	0.162	0.161	0.149	0.152	0.17
0.112	0.151	0.175	0.17	0.134	0.136	0.195	0.355	0.331	0.17	0.183	0.156	0.089	0.126	0.209	0.261
