-2.4298768	0.99191916	bc
-4.8290944	3.8582366	bc
-6.23003	5.1495285	bc
-2.8815002	0.53055376	bc
-6.128402	5.8059425	bc
-6.4192734	5.8564405	bc
-6.392867	5.9254813	bc
-6.3897357	5.8236938	bc
-2.7422884	9.650825	bc
-6.2994204	6.170962	bc
-5.137811	3.8724997	bc
-3.9101822	2.5085933	bc
-5.3376465	1.7154214	bc
-5.393639	1.5637435	bc
-5.168614	0.94458133	bc
-2.8768864	1.6818606	bc
-5.6916423	1.7632916	bc
-5.904443	2.4538674	bc
-6.7729774	3.3240364	bc
-6.7765617	3.4749706	bc
-6.5029774	2.7464788	bc
-6.9630737	3.232639	bc
-5.263958	2.3295984	bc
-6.8672347	3.4811172	bc
-2.7174423	0.088404566	bc
-3.9402163	0.44285733	bc
-2.4477742	-0.8661183	bc
-2.4350777	0.4300351	bc
-2.136035	-1.0141038	bc
-2.2039382	-1.2003211	bc
-2.254056	-0.8957504	bc
-2.3904378	-0.35651225	bc
-1.9211687	-0.2854176	bc
-3.9585137	4.5407863	bc
-2.668776	-0.43044317	bc
-2.8974884	-0.029723579	bc
-4.5447216	1.3993207	bc
-5.324976	9.626464	bc
-5.1591496	3.7871742	bc
-3.073765	0.11055853	bc
-3.7284079	2.118682	bc
-4.8159704	0.4051682	bc
-4.298621	0.59947526	bc
-4.7989793	2.543773	bc
-5.7650075	5.6219544	bc
-3.9559352	1.1798933	bc
-5.352997	4.683762	bc
-4.886971	4.1513405	bc
-5.1064415	5.192684	bc
-4.370139	3.7488616	bc
-5.1071424	4.4936056	bc
-4.1526203	4.6791215	bc
-4.46003	5.9248414	bc
-1.8988873	5.3658085	bc
-3.4942014	1.9274668	bc
-5.6809697	6.1767764	bc
-3.8809862	2.2867765	bc
-3.1562655	-1.2498869	bc
-4.379527	3.4805257	bc
-4.847022	3.812217	bc
-6.9540524	1.3433788	hc
-3.4661555	7.6102166	hc
-3.9460382	6.6251497	hc
-4.7768717	7.9576917	hc
-4.6566887	8.991517	hc
-5.1922894	8.374267	hc
-4.433182	8.380746	hc
-3.1795363	10.318315	hc
-1.5650172	-0.79594517	hc
-0.90424794	0.19865671	hc
-1.1028858	0.890984	hc
7.7896156	-20.890667	hc
-1.1504469	1.8168815	hc
-0.82510686	0.47840697	hc
-1.4981064	1.6718435	hc
-2.0286748	2.0335848	hc
-2.4837768	2.260047	hc
-3.5813203	6.63332	hc
-4.1958003	6.3324013	hc
-3.8110287	6.6808343	hc
-3.5902226	6.782664	hc
-4.339303	7.2399497	hc
7.840505	-20.955544	hc
-3.963219	6.412552	hc
-1.247637	2.3923447	hc
-1.1987394	0.120229065	hc
-1.0352844	1.0411599	hc
-2.3433383	2.5138946	hc
-2.8722034	3.0922644	hc
-4.425348	8.658746	hc
-5.062783	9.01897	hc
-5.354657	8.042177	hc
-4.796886	7.1237226	hc
-1.3040141	0.37706268	hc
-6.6667943	7.900106	hc
-5.364926	8.534321	hc
-4.6509123	7.32464	hc
-5.4236207	7.449892	hc
-5.8304687	8.722477	hc
-5.8513494	8.265313	hc
-6.019324	9.107216	hc
-2.1259406	3.3896217	hc
-2.6636813	4.569353	hc
-2.7773316	5.130162	hc
-2.9967818	5.549819	hc
-2.387241	3.8320823	hc
-2.0234165	3.85836	hc
-3.3123183	5.901588	hc
-3.2581003	5.523613	hc
-4.778878	7.0408497	hc
-5.1588044	8.14109	hc
-5.9999523	8.085011	hc
-5.558117	8.022617	hc
-5.41345	7.500098	hc
-5.8452325	7.7479253	hc
-3.4733255	3.6760368	hc
-6.306857	7.2921753	hc
-2.4691901	3.7994196	hc
-3.6783903	8.393371	hc
-3.4708722	6.1161394	hc
-2.9848483	10.320911	rv
-0.92519593	6.232029	rv
-1.4231366	7.3128633	rv
0.8448561	1.7317328	rv
-0.54003286	7.461613	rv
-1.4633553	8.138257	rv
2.2426364	6.860518	rv
-1.8050858	8.168782	rv
-0.2608165	-0.045362603	rv
-0.24979262	1.0501798	rv
-0.9365546	2.9408243	rv
0.23156752	8.196753	rv
-1.4837618	3.1732433	rv
-0.22066996	4.2154865	rv
-0.56510365	6.1763844	rv
0.46378946	1.5161036	rv
-0.88834393	7.4815516	rv
-1.9965311	8.117024	rv
-0.16118436	8.928206	rv
1.5246193	7.874928	rv
-0.7749657	7.869326	rv
-0.32231504	8.556306	rv
2.1724832	6.4763455	rv
0.3163439	5.311438	rv
-0.92951244	6.0810943	rv
0.39260924	1.5328388	rv
0.5306503	2.7346022	rv
-4.7079086	-0.7713053	rv
-0.4723917	5.445415	rv
-0.7884764	5.8335547	rv
-1.370499	6.6835036	rv
-1.0288938	8.567874	rv
1.0341419	8.36853	rv
0.37668428	9.601913	rv
-1.1363678	9.001362	rv
-0.18648618	2.4692621	rv
-1.6965737	2.76994	rv
-0.44302535	4.1018357	rv
-0.34262753	2.9112537	rv
0.7627543	6.538717	rv
-0.46909016	4.778771	rv
-0.79075074	3.6729832	rv
-0.76096916	7.570652	rv
-1.7521963	8.293739	rv
0.36233053	8.046026	rv
-1.51087	8.452297	rv
1.5292757	8.014021	rv
-0.639646	8.965562	rv
1.077759	9.039336	rv
1.0274043	8.361007	rv
1.0567948	8.413327	rv
-0.13179886	7.780767	rv
2.170415	6.264864	rv
0.23645802	9.423714	rv
0.5343567	8.13496	rv
-0.04743643	1.3738754	rv
0.07473553	9.432147	rv
-0.06488564	3.906248	rv
0.2813965	4.313797	rv
-1.3556939	5.5682263	rv
9.860964	-22.31929	tc
9.87389	-22.586056	tc
9.393451	-22.898483	tc
11.390172	-22.811356	tc
11.04403	-24.711933	tc
10.950818	-23.90577	tc
10.195133	-23.84438	tc
8.564953	-24.27828	tc
9.723148	-23.992804	tc
9.305086	-23.922728	tc
9.045691	-23.551249	tc
9.586797	-24.438541	tc
9.055978	-23.98493	tc
8.543212	-24.339233	tc
8.977028	-24.037426	tc
10.774989	-22.609922	tc
9.368147	-24.126972	tc
10.120608	-22.87652	tc
10.107539	-22.39025	tc
8.879023	-25.53971	tc
8.615955	-25.250986	tc
9.335307	-24.966173	tc
10.16667	-25.626413	tc
9.982177	-25.614668	tc
11.261215	-25.766909	tc
10.913359	-24.379862	tc
11.281215	-24.629436	tc
10.380707	-22.369236	tc
11.820814	-25.085054	tc
11.605738	-24.3327	tc
11.568568	-24.542557	tc
11.492992	-25.293907	tc
11.041751	-24.121592	tc
9.464639	-25.098314	tc
9.870851	-24.694069	tc
9.219945	-25.926697	tc
10.235505	-22.981531	tc
10.438016	-23.868132	tc
10.655531	-24.548607	tc
9.73517	-26.04183	tc
11.088537	-25.199505	tc
10.61795	-24.948006	tc
12.131677	-25.05634	tc
9.927246	-24.22091	tc
9.567129	-25.651583	tc
10.317711	-26.126934	tc
10.101318	-24.227278	tc
8.999938	-25.196743	tc
10.202615	-25.065182	tc
10.931123	-25.319563	tc
8.524047	-24.784979	tc
8.000686	-25.06034	tc
9.115551	-25.521025	tc
9.753683	-25.110868	tc
10.503868	-25.070797	tc
8.91062	-24.99992	tc
9.90427	-25.007898	tc
8.779612	-23.611452	tc
8.94122	-24.683916	tc
10.473848	-22.689707	tc
